clusters_sub	cell_types
P308_36_176	6	Kupffer cell
P308_36_191	6	Kupffer cell
P308_4_105	6	Kupffer cell
P308_4_108	6	Kupffer cell
P308_4_111	13	LSEC
P308_4_112	6	Kupffer cell
P308_4_117	6	Kupffer cell
P308_4_123	6	Kupffer cell
P308_4_127	9	LSEC
P308_4_128	6	Kupffer cell
P308_4_130	6	Kupffer cell
P308_4_131	13	LSEC
P308_4_132	6	Kupffer cell
P308_4_136	9	LSEC
P308_4_137	6	Kupffer cell
P308_4_139	14	Hepatocytes
P308_4_144	6	Kupffer cell
P308_4_153	6	Kupffer cell
P308_4_156	6	Kupffer cell
P308_4_158	13	LSEC
P308_4_160	9	LSEC
P308_4_162	6	Kupffer cell
P308_4_173	9	LSEC
P308_4_174	6	Kupffer cell
P308_4_175	14	Hepatocytes
P308_4_179	6	Kupffer cell
P308_4_181	13	LSEC
P308_4_186	13	LSEC
P308_4_187	11	Hepatocytes
P308_4_190	6	Kupffer cell
P308_5_2	9	LSEC
P308_5_3	13	LSEC
P308_5_4	9	LSEC
P308_5_10	7	EPCAM+
P308_5_17	9	LSEC
P308_5_20	9	LSEC
P308_5_23	9	LSEC
P308_5_25	13	LSEC
P308_5_27	9	LSEC
P308_5_31	9	LSEC
P308_5_36	9	LSEC
P308_5_37	9	LSEC
P308_5_41	9	LSEC
P308_5_47	9	LSEC
P308_5_48	11	Hepatocytes
P308_5_50	9	LSEC
P308_5_52	9	LSEC
P308_5_53	9	LSEC
P308_5_54	13	LSEC
P308_5_56	9	LSEC
P308_5_59	14	Hepatocytes
P308_5_64	9	LSEC
P308_5_65	14	Hepatocytes
P308_5_66	9	LSEC
P308_5_75	9	LSEC
P308_5_76	9	LSEC
P308_5_86	9	LSEC
P308_5_88	13	LSEC
P308_5_91	9	LSEC
P308_5_92	17	Hepatocytes
P308_5_94	9	LSEC
P308_6_98	9	LSEC
P308_6_108	13	LSEC
P308_6_114	14	Hepatocytes
P308_6_115	9	LSEC
P308_6_120	9	LSEC
P308_6_121	9	LSEC
P308_6_123	9	LSEC
P308_6_131	13	LSEC
P308_6_132	9	LSEC
P308_6_144	17	Hepatocytes
P308_6_149	7	EPCAM+
P308_6_153	9	LSEC
P308_6_154	9	LSEC
P308_6_159	7	EPCAM+
P308_6_163	13	LSEC
P308_6_166	9	LSEC
P308_6_169	9	LSEC
P308_6_170	11	Hepatocytes
P308_6_173	13	LSEC
P308_6_178	9	LSEC
P308_6_179	9	LSEC
P308_6_181	14	Hepatocytes
P308_6_182	9	LSEC
P308_6_184	13	LSEC
P308_6_186	13	LSEC
P308_6_189	9	LSEC
P308_6_191	9	LSEC
P308_7_2	11	Hepatocytes
P308_7_5	11	Hepatocytes
P308_7_22	13	LSEC
P308_7_23	9	LSEC
P308_7_30	9	LSEC
P308_7_34	11	Hepatocytes
P308_7_51	14	Hepatocytes
P308_7_52	4	EPCAM+
P308_7_60	11	Hepatocytes
P308_7_68	11	Hepatocytes
P308_7_69	9	LSEC
P308_7_87	9	LSEC
P308_7_93	9	LSEC
P308_7_94	11	Hepatocytes
P308_7_95	11	Hepatocytes
P308_8_99	17	Hepatocytes
P308_8_110	4	EPCAM+
P308_8_112	11	Hepatocytes
P308_8_117	13	LSEC
P308_8_128	9	LSEC
P308_8_140	11	Hepatocytes
P308_8_142	20	LSEC
P308_8_146	17	Hepatocytes
P308_8_147	9	LSEC
P308_8_161	13	LSEC
P308_8_176	11	Hepatocytes
P308_8_189	17	Hepatocytes
P308_8_191	13	LSEC
P308_9_28	9	LSEC
P308_9_31	17	Hepatocytes
P308_9_37	20	LSEC
P308_9_46	14	Hepatocytes
P308_9_58	14	Hepatocytes
P308_9_59	13	LSEC
P308_9_60	9	LSEC
P308_9_61	17	Hepatocytes
P308_9_71	14	Hepatocytes
P308_9_80	9	LSEC
P308_9_87	9	LSEC
P309_1_135	25	Kupffer cell
P309_10_59	14	Hepatocytes
P309_12_182	39	EPCAM+
P309_13_59	14	Hepatocytes
P309_14_1	39	EPCAM+
P309_14_2	39	EPCAM+
P309_14_4	11	Hepatocytes
P309_14_12	20	LSEC
P309_14_17	4	EPCAM+
P309_14_29	4	EPCAM+
P309_14_33	7	EPCAM+
P309_14_34	39	EPCAM+
P309_14_36	11	Hepatocytes
P309_14_40	4	EPCAM+
P309_14_51	39	EPCAM+
P309_14_52	4	EPCAM+
P309_14_56	39	EPCAM+
P309_14_57	7	EPCAM+
P309_14_59	24	EPCAM+
P309_14_61	7	EPCAM+
P309_14_62	4	EPCAM+
P309_14_63	39	EPCAM+
P309_14_67	39	EPCAM+
P309_14_68	4	EPCAM+
P309_14_69	7	EPCAM+
P309_14_70	39	EPCAM+
P309_14_73	24	EPCAM+
P309_14_75	39	EPCAM+
P309_14_79	39	EPCAM+
P309_14_82	4	EPCAM+
P309_14_83	7	EPCAM+
P309_14_84	4	EPCAM+
P309_14_87	4	EPCAM+
P309_14_94	39	EPCAM+
P309_15_97	4	EPCAM+
P309_15_101	4	EPCAM+
P309_15_105	4	EPCAM+
P309_15_106	4	EPCAM+
P309_15_110	11	Hepatocytes
P309_15_113	4	EPCAM+
P309_15_120	7	EPCAM+
P309_15_123	7	EPCAM+
P309_15_125	4	EPCAM+
P309_15_127	4	EPCAM+
P309_15_139	7	EPCAM+
P309_15_143	7	EPCAM+
P309_15_152	11	Hepatocytes
P309_15_155	7	EPCAM+
P309_15_156	39	EPCAM+
P309_15_158	24	EPCAM+
P309_15_167	39	EPCAM+
P309_15_171	7	EPCAM+
P309_15_176	9	LSEC
P309_15_189	24	EPCAM+
P309_15_190	7	EPCAM+
P309_15_192	7	EPCAM+
P309_16_72	6	Kupffer cell
P309_17_98	2	Kupffer cell
P309_17_115	2	Kupffer cell
P309_17_118	2	Kupffer cell
P309_17_125	2	Kupffer cell
P309_17_142	6	Kupffer cell
P309_17_159	25	Kupffer cell
P309_2_16	25	Kupffer cell
P309_2_83	2	Kupffer cell
P309_2_87	25	Kupffer cell
P309_3_112	2	Kupffer cell
P309_3_120	9	LSEC
P309_3_165	2	Kupffer cell
P309_3_175	2	Kupffer cell
P309_5_6	2	Kupffer cell
P309_5_11	2	Kupffer cell
P309_5_34	2	Kupffer cell
P309_5_63	25	Kupffer cell
P309_5_65	6	Kupffer cell
P309_5_68	2	Kupffer cell
P309_7_183	7	EPCAM+
P309_8_32	6	Kupffer cell
P309_8_56	13	LSEC
P309_8_68	20	LSEC
P309_8_71	23	Kupffer cell
P309_8_74	20	LSEC
P309_8_84	13	LSEC
P309_8_87	23	Kupffer cell
P309_9_107	13	LSEC
P309_9_129	13	LSEC
P309_9_131	9	LSEC
P309_9_134	9	LSEC
P309_9_149	20	LSEC
P309_9_165	20	LSEC
P309_9_185	2	Kupffer cell
P310_1_102	9	LSEC
P310_1_104	9	LSEC
P310_1_107	13	LSEC
P310_1_117	20	LSEC
P310_1_119	9	LSEC
P310_1_122	9	LSEC
P310_1_127	9	LSEC
P310_1_129	9	LSEC
P310_1_130	9	LSEC
P310_1_132	9	LSEC
P310_1_134	20	LSEC
P310_1_137	13	LSEC
P310_1_141	9	LSEC
P310_1_146	9	LSEC
P310_1_147	9	LSEC
P310_1_152	9	LSEC
P310_1_157	13	LSEC
P310_1_161	9	LSEC
P310_1_167	9	LSEC
P310_1_171	9	LSEC
P310_1_174	9	LSEC
P310_1_175	9	LSEC
P310_1_177	9	LSEC
P310_1_188	9	LSEC
P310_1_192	9	LSEC
P310_10_13	9	LSEC
P310_10_63	25	Kupffer cell
P310_10_85	11	Hepatocytes
P310_10_93	9	LSEC
P310_11_1	9	LSEC
P310_11_2	9	LSEC
P310_11_3	13	LSEC
P310_11_4	9	LSEC
P310_11_6	9	LSEC
P310_11_7	9	LSEC
P310_11_8	20	LSEC
P310_11_9	9	LSEC
P310_11_10	9	LSEC
P310_11_12	9	LSEC
P310_11_13	20	LSEC
P310_11_15	9	LSEC
P310_11_18	25	Kupffer cell
P310_11_19	9	LSEC
P310_11_22	9	LSEC
P310_11_23	20	LSEC
P310_11_24	9	LSEC
P310_11_25	9	LSEC
P310_11_26	9	LSEC
P310_11_27	20	LSEC
P310_11_28	20	LSEC
P310_11_29	9	LSEC
P310_11_31	9	LSEC
P310_11_32	9	LSEC
P310_11_34	9	LSEC
P310_11_35	9	LSEC
P310_11_36	9	LSEC
P310_11_37	9	LSEC
P310_11_38	9	LSEC
P310_11_39	9	LSEC
P310_11_40	9	LSEC
P310_11_41	9	LSEC
P310_11_43	9	LSEC
P310_11_44	9	LSEC
P310_11_45	9	LSEC
P310_11_46	9	LSEC
P310_11_47	9	LSEC
P310_11_49	9	LSEC
P310_11_52	9	LSEC
P310_11_53	20	LSEC
P310_11_54	9	LSEC
P310_11_55	20	LSEC
P310_11_58	9	LSEC
P310_11_59	13	LSEC
P310_11_60	9	LSEC
P310_11_61	9	LSEC
P310_11_62	9	LSEC
P310_11_63	9	LSEC
P310_11_64	9	LSEC
P310_11_65	20	LSEC
P310_11_66	9	LSEC
P310_11_68	9	LSEC
P310_11_69	20	LSEC
P310_11_71	9	LSEC
P310_11_72	9	LSEC
P310_11_73	9	LSEC
P310_11_74	9	LSEC
P310_11_75	9	LSEC
P310_11_76	9	LSEC
P310_11_77	9	LSEC
P310_11_78	20	LSEC
P310_11_79	9	LSEC
P310_11_80	20	LSEC
P310_11_81	9	LSEC
P310_11_83	9	LSEC
P310_11_84	20	LSEC
P310_11_85	9	LSEC
P310_11_86	9	LSEC
P310_11_87	20	LSEC
P310_11_90	9	LSEC
P310_11_91	9	LSEC
P310_11_92	9	LSEC
P310_11_93	20	LSEC
P310_11_96	20	LSEC
P310_12_1	20	LSEC
P310_12_2	13	LSEC
P310_12_3	13	LSEC
P310_12_4	9	LSEC
P310_12_5	9	LSEC
P310_12_6	9	LSEC
P310_12_7	20	LSEC
P310_12_8	9	LSEC
P310_12_9	13	LSEC
P310_12_10	9	LSEC
P310_12_12	20	LSEC
P310_12_15	9	LSEC
P310_12_16	20	LSEC
P310_12_17	20	LSEC
P310_12_18	9	LSEC
P310_12_20	9	LSEC
P310_12_21	9	LSEC
P310_12_22	9	LSEC
P310_12_23	20	LSEC
P310_12_25	20	LSEC
P310_12_26	20	LSEC
P310_12_28	9	LSEC
P310_12_29	9	LSEC
P310_12_30	20	LSEC
P310_12_31	9	LSEC
P310_12_32	9	LSEC
P310_12_35	9	LSEC
P310_12_37	20	LSEC
P310_12_38	9	LSEC
P310_12_39	9	LSEC
P310_12_40	20	LSEC
P310_12_41	20	LSEC
P310_12_42	9	LSEC
P310_12_43	9	LSEC
P310_12_44	23	Kupffer cell
P310_12_46	9	LSEC
P310_12_48	9	LSEC
P310_12_49	9	LSEC
P310_12_52	9	LSEC
P310_12_53	9	LSEC
P310_12_55	20	LSEC
P310_12_57	9	LSEC
P310_12_58	9	LSEC
P310_12_60	9	LSEC
P310_12_62	9	LSEC
P310_12_63	9	LSEC
P310_12_64	9	LSEC
P310_12_65	9	LSEC
P310_12_66	9	LSEC
P310_12_67	9	LSEC
P310_12_68	13	LSEC
P310_12_70	9	LSEC
P310_12_71	9	LSEC
P310_12_72	13	LSEC
P310_12_74	9	LSEC
P310_12_78	6	Kupffer cell
P310_12_79	9	LSEC
P310_12_87	9	LSEC
P310_12_89	9	LSEC
P310_12_91	9	LSEC
P310_12_92	9	LSEC
P310_12_94	9	LSEC
P310_12_95	9	LSEC
P310_12_96	9	LSEC
P310_13_97	9	LSEC
P310_13_98	9	LSEC
P310_13_99	9	LSEC
P310_13_103	13	LSEC
P310_13_104	9	LSEC
P310_13_105	20	LSEC
P310_13_108	9	LSEC
P310_13_109	9	LSEC
P310_13_110	9	LSEC
P310_13_111	9	LSEC
P310_13_112	20	LSEC
P310_13_113	9	LSEC
P310_13_114	9	LSEC
P310_13_115	20	LSEC
P310_13_116	9	LSEC
P310_13_117	13	LSEC
P310_13_119	20	LSEC
P310_13_120	9	LSEC
P310_13_121	9	LSEC
P310_13_124	9	LSEC
P310_13_125	9	LSEC
P310_13_126	20	LSEC
P310_13_127	9	LSEC
P310_13_128	13	LSEC
P310_13_133	9	LSEC
P310_13_135	20	LSEC
P310_13_136	20	LSEC
P310_13_137	9	LSEC
P310_13_138	9	LSEC
P310_13_140	20	LSEC
P310_13_142	9	LSEC
P310_13_143	9	LSEC
P310_13_144	9	LSEC
P310_13_145	9	LSEC
P310_13_146	9	LSEC
P310_13_148	17	Hepatocytes
P310_13_149	9	LSEC
P310_13_150	20	LSEC
P310_13_151	20	LSEC
P310_13_152	6	Kupffer cell
P310_13_153	9	LSEC
P310_13_156	9	LSEC
P310_13_157	20	LSEC
P310_13_158	20	LSEC
P310_13_159	9	LSEC
P310_13_161	20	LSEC
P310_13_162	13	LSEC
P310_13_164	9	LSEC
P310_13_166	20	LSEC
P310_13_168	9	LSEC
P310_13_170	9	LSEC
P310_13_172	20	LSEC
P310_13_173	9	LSEC
P310_13_174	9	LSEC
P310_13_175	9	LSEC
P310_13_176	9	LSEC
P310_13_177	9	LSEC
P310_13_178	9	LSEC
P310_13_179	20	LSEC
P310_13_182	9	LSEC
P310_13_183	9	LSEC
P310_13_184	9	LSEC
P310_13_185	20	LSEC
P310_13_186	11	Hepatocytes
P310_13_187	9	LSEC
P310_13_188	9	LSEC
P310_13_192	9	LSEC
P310_14_97	9	LSEC
P310_14_98	20	LSEC
P310_14_99	9	LSEC
P310_14_103	20	LSEC
P310_14_104	9	LSEC
P310_14_105	9	LSEC
P310_14_106	9	LSEC
P310_14_112	20	LSEC
P310_14_114	9	LSEC
P310_14_115	13	LSEC
P310_14_119	9	LSEC
P310_14_120	9	LSEC
P310_14_121	9	LSEC
P310_14_122	9	LSEC
P310_14_124	9	LSEC
P310_14_127	13	LSEC
P310_14_129	9	LSEC
P310_14_132	20	LSEC
P310_14_134	13	LSEC
P310_14_135	9	LSEC
P310_14_136	13	LSEC
P310_14_138	20	LSEC
P310_14_140	9	LSEC
P310_14_141	20	LSEC
P310_14_142	13	LSEC
P310_14_143	9	LSEC
P310_14_144	9	LSEC
P310_14_146	9	LSEC
P310_14_147	9	LSEC
P310_14_148	9	LSEC
P310_14_149	20	LSEC
P310_14_150	20	LSEC
P310_14_153	20	LSEC
P310_14_155	20	LSEC
P310_14_156	9	LSEC
P310_14_157	9	LSEC
P310_14_158	9	LSEC
P310_14_160	9	LSEC
P310_14_161	9	LSEC
P310_14_163	9	LSEC
P310_14_164	9	LSEC
P310_14_166	17	Hepatocytes
P310_14_167	20	LSEC
P310_14_168	13	LSEC
P310_14_169	13	LSEC
P310_14_172	9	LSEC
P310_14_174	9	LSEC
P310_14_175	13	LSEC
P310_14_176	9	LSEC
P310_14_177	20	LSEC
P310_14_178	20	LSEC
P310_14_179	20	LSEC
P310_14_180	9	LSEC
P310_14_181	9	LSEC
P310_14_182	11	Hepatocytes
P310_14_183	20	LSEC
P310_14_184	9	LSEC
P310_14_185	9	LSEC
P310_14_186	9	LSEC
P310_14_187	9	LSEC
P310_14_189	9	LSEC
P310_14_191	20	LSEC
P310_14_192	20	LSEC
P310_15_1	4	EPCAM+
P310_15_2	14	Hepatocytes
P310_15_9	4	EPCAM+
P310_15_11	7	EPCAM+
P310_15_17	6	Kupffer cell
P310_15_18	7	EPCAM+
P310_15_27	7	EPCAM+
P310_15_33	4	EPCAM+
P310_15_34	7	EPCAM+
P310_15_41	4	EPCAM+
P310_15_42	7	EPCAM+
P310_15_43	7	EPCAM+
P310_15_49	7	EPCAM+
P310_15_51	4	EPCAM+
P310_15_57	4	EPCAM+
P310_15_59	14	Hepatocytes
P310_15_66	4	EPCAM+
P310_15_67	17	Hepatocytes
P310_15_73	4	EPCAM+
P310_15_74	7	EPCAM+
P310_15_75	4	EPCAM+
P310_15_81	7	EPCAM+
P310_15_83	4	EPCAM+
P310_15_90	17	Hepatocytes
P310_15_91	14	Hepatocytes
P310_15_97	7	EPCAM+
P310_15_98	7	EPCAM+
P310_15_99	6	Kupffer cell
P310_15_106	14	Hepatocytes
P310_15_113	4	EPCAM+
P310_15_115	4	EPCAM+
P310_15_121	7	EPCAM+
P310_15_123	6	Kupffer cell
P310_15_129	7	EPCAM+
P310_15_131	7	EPCAM+
P310_15_137	4	EPCAM+
P310_15_138	7	EPCAM+
P310_15_139	6	Kupffer cell
P310_15_145	4	EPCAM+
P310_15_147	7	EPCAM+
P310_15_153	17	Hepatocytes
P310_15_161	4	EPCAM+
P310_15_162	4	EPCAM+
P310_15_163	14	Hepatocytes
P310_15_169	4	EPCAM+
P310_15_170	7	EPCAM+
P310_15_171	14	Hepatocytes
P310_15_177	25	Kupffer cell
P310_15_178	7	EPCAM+
P310_15_179	7	EPCAM+
P310_15_185	4	EPCAM+
P310_15_186	6	Kupffer cell
P310_15_187	7	EPCAM+
P310_16_1	4	EPCAM+
P310_16_2	6	Kupffer cell
P310_16_3	7	EPCAM+
P310_16_9	7	EPCAM+
P310_16_10	4	EPCAM+
P310_16_11	6	Kupffer cell
P310_16_17	7	EPCAM+
P310_16_18	4	EPCAM+
P310_16_19	2	Kupffer cell
P310_16_26	7	EPCAM+
P310_16_27	7	EPCAM+
P310_16_33	7	EPCAM+
P310_16_34	7	EPCAM+
P310_16_35	7	EPCAM+
P310_16_49	24	EPCAM+
P310_16_51	4	EPCAM+
P310_16_58	17	Hepatocytes
P310_16_59	14	Hepatocytes
P310_16_65	9	LSEC
P310_16_66	14	Hepatocytes
P310_16_67	7	EPCAM+
P310_16_81	6	Kupffer cell
P310_16_82	7	EPCAM+
P310_16_83	7	EPCAM+
P310_16_90	17	Hepatocytes
P310_16_91	4	EPCAM+
P310_16_97	7	EPCAM+
P310_16_98	14	Hepatocytes
P310_16_99	4	EPCAM+
P310_16_105	17	Hepatocytes
P310_16_107	4	EPCAM+
P310_16_113	7	EPCAM+
P310_16_115	4	EPCAM+
P310_16_121	7	EPCAM+
P310_16_123	14	Hepatocytes
P310_16_129	4	EPCAM+
P310_16_130	4	EPCAM+
P310_16_131	11	Hepatocytes
P310_16_137	4	EPCAM+
P310_16_138	7	EPCAM+
P310_16_145	4	EPCAM+
P310_16_146	4	EPCAM+
P310_16_153	4	EPCAM+
P310_16_155	4	EPCAM+
P310_16_161	4	EPCAM+
P310_16_162	4	EPCAM+
P310_16_163	4	EPCAM+
P310_16_169	7	EPCAM+
P310_16_170	7	EPCAM+
P310_16_171	14	Hepatocytes
P310_16_177	9	LSEC
P310_16_178	4	EPCAM+
P310_16_179	4	EPCAM+
P310_16_185	4	EPCAM+
P310_16_186	14	Hepatocytes
P310_16_187	7	EPCAM+
P310_17_102	13	LSEC
P310_17_111	11	Hepatocytes
P310_17_139	25	Kupffer cell
P310_17_145	6	Kupffer cell
P310_17_152	6	Kupffer cell
P310_18_6	9	LSEC
P310_18_26	13	LSEC
P310_18_42	2	Kupffer cell
P310_18_50	25	Kupffer cell
P310_18_63	11	Hepatocytes
P310_18_89	13	LSEC
P310_19_1	6	Kupffer cell
P310_19_2	6	Kupffer cell
P310_19_7	13	LSEC
P310_19_14	2	Kupffer cell
P310_19_20	9	LSEC
P310_19_29	9	LSEC
P310_19_39	11	Hepatocytes
P310_19_79	9	LSEC
P310_2_2	9	LSEC
P310_2_3	17	Hepatocytes
P310_2_9	13	LSEC
P310_2_19	9	LSEC
P310_2_25	9	LSEC
P310_2_32	9	LSEC
P310_2_33	20	LSEC
P310_2_41	20	LSEC
P310_2_47	9	LSEC
P310_2_51	9	LSEC
P310_2_53	9	LSEC
P310_2_56	13	LSEC
P310_2_58	9	LSEC
P310_2_61	9	LSEC
P310_2_65	9	LSEC
P310_2_69	9	LSEC
P310_2_75	9	LSEC
P310_2_89	9	LSEC
P310_2_90	20	LSEC
P310_2_92	13	LSEC
P310_2_96	9	LSEC
P310_20_107	25	Kupffer cell
P310_20_112	25	Kupffer cell
P310_20_116	20	LSEC
P310_20_162	20	LSEC
P310_20_171	9	LSEC
P310_20_178	9	LSEC
P310_21_1	9	LSEC
P310_21_2	20	LSEC
P310_21_3	9	LSEC
P310_21_5	9	LSEC
P310_21_7	20	LSEC
P310_21_8	20	LSEC
P310_21_9	9	LSEC
P310_21_17	9	LSEC
P310_21_20	9	LSEC
P310_21_22	9	LSEC
P310_21_23	9	LSEC
P310_21_24	9	LSEC
P310_21_27	9	LSEC
P310_21_28	9	LSEC
P310_21_29	20	LSEC
P310_21_32	9	LSEC
P310_21_33	9	LSEC
P310_21_34	9	LSEC
P310_21_35	9	LSEC
P310_21_36	9	LSEC
P310_21_37	9	LSEC
P310_21_38	9	LSEC
P310_21_39	9	LSEC
P310_21_42	9	LSEC
P310_21_43	20	LSEC
P310_21_44	9	LSEC
P310_21_47	9	LSEC
P310_21_49	9	LSEC
P310_21_50	9	LSEC
P310_21_52	9	LSEC
P310_21_53	9	LSEC
P310_21_54	9	LSEC
P310_21_55	9	LSEC
P310_21_57	9	LSEC
P310_21_58	20	LSEC
P310_21_60	9	LSEC
P310_21_61	9	LSEC
P310_21_62	9	LSEC
P310_21_65	9	LSEC
P310_21_66	9	LSEC
P310_21_67	9	LSEC
P310_21_68	9	LSEC
P310_21_73	9	LSEC
P310_21_75	9	LSEC
P310_21_78	9	LSEC
P310_21_79	9	LSEC
P310_21_81	9	LSEC
P310_21_82	9	LSEC
P310_21_83	9	LSEC
P310_21_84	9	LSEC
P310_21_87	9	LSEC
P310_21_88	9	LSEC
P310_21_92	20	LSEC
P310_21_94	9	LSEC
P310_21_96	20	LSEC
P310_22_97	9	LSEC
P310_22_98	9	LSEC
P310_22_100	9	LSEC
P310_22_102	9	LSEC
P310_22_103	9	LSEC
P310_22_105	9	LSEC
P310_22_106	13	LSEC
P310_22_107	9	LSEC
P310_22_108	9	LSEC
P310_22_109	9	LSEC
P310_22_112	9	LSEC
P310_22_113	9	LSEC
P310_22_114	9	LSEC
P310_22_115	9	LSEC
P310_22_116	13	LSEC
P310_22_118	9	LSEC
P310_22_119	9	LSEC
P310_22_120	9	LSEC
P310_22_121	9	LSEC
P310_22_122	9	LSEC
P310_22_123	9	LSEC
P310_22_124	25	Kupffer cell
P310_22_125	9	LSEC
P310_22_126	9	LSEC
P310_22_127	9	LSEC
P310_22_128	20	LSEC
P310_22_129	20	LSEC
P310_22_130	13	LSEC
P310_22_131	9	LSEC
P310_22_133	20	LSEC
P310_22_135	9	LSEC
P310_22_136	9	LSEC
P310_22_137	9	LSEC
P310_22_138	9	LSEC
P310_22_139	20	LSEC
P310_22_140	9	LSEC
P310_22_141	20	LSEC
P310_22_142	9	LSEC
P310_22_143	20	LSEC
P310_22_144	9	LSEC
P310_22_147	9	LSEC
P310_22_148	9	LSEC
P310_22_150	9	LSEC
P310_22_152	9	LSEC
P310_22_155	9	LSEC
P310_22_156	20	LSEC
P310_22_157	9	LSEC
P310_22_159	20	LSEC
P310_22_160	9	LSEC
P310_22_161	9	LSEC
P310_22_162	9	LSEC
P310_22_163	9	LSEC
P310_22_164	20	LSEC
P310_22_165	9	LSEC
P310_22_166	9	LSEC
P310_22_167	9	LSEC
P310_22_168	9	LSEC
P310_22_169	9	LSEC
P310_22_170	13	LSEC
P310_22_171	9	LSEC
P310_22_172	9	LSEC
P310_22_176	9	LSEC
P310_22_177	20	LSEC
P310_22_178	20	LSEC
P310_22_179	20	LSEC
P310_22_180	9	LSEC
P310_22_181	9	LSEC
P310_22_182	9	LSEC
P310_22_183	20	LSEC
P310_22_184	20	LSEC
P310_22_185	9	LSEC
P310_22_186	9	LSEC
P310_22_187	9	LSEC
P310_22_189	9	LSEC
P310_22_190	13	LSEC
P310_22_191	9	LSEC
P310_22_192	9	LSEC
P310_23_1	9	LSEC
P310_23_2	20	LSEC
P310_23_3	20	LSEC
P310_23_4	13	LSEC
P310_23_5	20	LSEC
P310_23_6	9	LSEC
P310_23_7	9	LSEC
P310_23_8	20	LSEC
P310_23_9	9	LSEC
P310_23_10	20	LSEC
P310_23_12	9	LSEC
P310_23_13	9	LSEC
P310_23_16	9	LSEC
P310_23_17	9	LSEC
P310_23_18	9	LSEC
P310_23_19	9	LSEC
P310_23_20	20	LSEC
P310_23_21	9	LSEC
P310_23_22	20	LSEC
P310_23_23	9	LSEC
P310_23_24	9	LSEC
P310_23_26	9	LSEC
P310_23_27	9	LSEC
P310_23_29	9	LSEC
P310_23_31	9	LSEC
P310_23_33	9	LSEC
P310_23_34	9	LSEC
P310_23_35	9	LSEC
P310_23_36	9	LSEC
P310_23_37	9	LSEC
P310_23_38	9	LSEC
P310_23_39	9	LSEC
P310_23_40	9	LSEC
P310_23_41	20	LSEC
P310_23_42	20	LSEC
P310_23_43	9	LSEC
P310_23_44	9	LSEC
P310_23_45	13	LSEC
P310_23_48	20	LSEC
P310_23_49	9	LSEC
P310_23_50	9	LSEC
P310_23_51	9	LSEC
P310_23_52	9	LSEC
P310_23_53	9	LSEC
P310_23_54	9	LSEC
P310_23_55	9	LSEC
P310_23_56	9	LSEC
P310_23_57	9	LSEC
P310_23_58	9	LSEC
P310_23_59	20	LSEC
P310_23_60	9	LSEC
P310_23_61	20	LSEC
P310_23_62	9	LSEC
P310_23_63	9	LSEC
P310_23_65	9	LSEC
P310_23_66	9	LSEC
P310_23_67	9	LSEC
P310_23_69	9	LSEC
P310_23_70	9	LSEC
P310_23_72	9	LSEC
P310_23_73	9	LSEC
P310_23_74	9	LSEC
P310_23_75	9	LSEC
P310_23_76	9	LSEC
P310_23_77	9	LSEC
P310_23_78	9	LSEC
P310_23_79	20	LSEC
P310_23_81	9	LSEC
P310_23_82	20	LSEC
P310_23_83	9	LSEC
P310_23_85	9	LSEC
P310_23_86	9	LSEC
P310_23_87	9	LSEC
P310_23_89	9	LSEC
P310_23_90	20	LSEC
P310_23_91	13	LSEC
P310_23_92	9	LSEC
P310_23_93	9	LSEC
P310_23_94	9	LSEC
P310_23_95	9	LSEC
P310_23_96	9	LSEC
P310_24_97	9	LSEC
P310_24_98	9	LSEC
P310_24_99	9	LSEC
P310_24_100	9	LSEC
P310_24_101	9	LSEC
P310_24_103	9	LSEC
P310_24_104	9	LSEC
P310_24_105	9	LSEC
P310_24_106	9	LSEC
P310_24_107	9	LSEC
P310_24_108	20	LSEC
P310_24_109	9	LSEC
P310_24_110	9	LSEC
P310_24_111	9	LSEC
P310_24_112	9	LSEC
P310_24_113	9	LSEC
P310_24_114	9	LSEC
P310_24_115	9	LSEC
P310_24_117	20	LSEC
P310_24_118	9	LSEC
P310_24_120	9	LSEC
P310_24_121	9	LSEC
P310_24_122	9	LSEC
P310_24_123	9	LSEC
P310_24_124	20	LSEC
P310_24_125	9	LSEC
P310_24_126	9	LSEC
P310_24_128	9	LSEC
P310_24_129	9	LSEC
P310_24_131	13	LSEC
P310_24_132	20	LSEC
P310_24_133	20	LSEC
P310_24_134	9	LSEC
P310_24_135	9	LSEC
P310_24_137	9	LSEC
P310_24_138	20	LSEC
P310_24_139	9	LSEC
P310_24_140	9	LSEC
P310_24_141	9	LSEC
P310_24_142	9	LSEC
P310_24_144	9	LSEC
P310_24_145	9	LSEC
P310_24_146	9	LSEC
P310_24_148	9	LSEC
P310_24_150	20	LSEC
P310_24_151	9	LSEC
P310_24_152	9	LSEC
P310_24_153	20	LSEC
P310_24_154	20	LSEC
P310_24_155	9	LSEC
P310_24_156	9	LSEC
P310_24_159	20	LSEC
P310_24_160	20	LSEC
P310_24_161	9	LSEC
P310_24_162	9	LSEC
P310_24_163	9	LSEC
P310_24_164	20	LSEC
P310_24_165	9	LSEC
P310_24_166	20	LSEC
P310_24_167	9	LSEC
P310_24_168	9	LSEC
P310_24_170	20	LSEC
P310_24_171	9	LSEC
P310_24_172	9	LSEC
P310_24_173	9	LSEC
P310_24_175	9	LSEC
P310_24_177	9	LSEC
P310_24_178	9	LSEC
P310_24_179	13	LSEC
